id,lat,lon,alt,state,name
409502,35.3042,-87.7592,228.6,TN,WAYNESBORO
410639,28.4575,-97.7061,77.7,TX,BEEVILLE
410832,30.1058,-98.4286,419.1,TX,BLANCO
410902,29.7978,-98.7347,440.1,TX,BOERNE
411048,30.1592,-96.3972,95.4,TX,BRENHAM
412121,33.6517,-101.2450,917.4,TX,CROSBYTON
412266,29.0567,-96.2319,21.3,TX,DANEVANG
413183,29.6778,-97.1111,158.5,TX,FLATONIA
413734,33.1678,-96.0983,166.1,TX,GREENVILLE
413873,29.4706,-96.9397,83.8,TX,HALLETTSVILLE
413992,33.1578,-99.7456,487.7,TX,HASKELL
415272,30.7425,-98.6542,310.9,TX,LLANO
415429,29.6753,-97.6564,121.9,TX,LULING
415618,32.5403,-94.3508,107.3,TX,MARSHALL
416794,33.6744,-95.5586,165.2,TX,PARIS
417079,34.1892,-101.7022,1027.2,TX,PLAINVIEW
422101,39.2872,-112.6519,1399.0,UT,DESERET
422828,38.9664,-112.3278,1560.6,UT,FILLMORE
423809,40.4917,-111.4261,1703.8,UT,HEBER
424856,41.8250,-111.3208,1822.7,UT,LAKETOWN
425065,39.5608,-111.8653,1614.8,UT,LEVAN
425186,41.7456,-111.8033,1460.0,UT,LOGAN
425402,39.2583,-111.6306,1749.6,UT,MANTI
425733,38.5744,-109.5458,1242.7,UT,MOAB
428119,40.0797,-111.6044,1438.7,UT,SPANISH-FORK
428771,40.5278,-112.2975,1546.6,UT,TOOELE
441209,37.0925,-81.3358,935.1,VA,BURKES-GARDEN
442208,38.4553,-78.9353,426.7,VA,DALE-ENTERPRISE
444876,37.7950,-79.4136,342.9,VA,LEXINGTON
444909,39.0878,-77.6928,152.4,VA,LINCOLN
448062,38.1814,-79.0903,499.9,VA,STAUNTON
449263,38.9036,-78.4850,205.7,VA,WOODSTOCK-
431243,43.3847,-72.5989,256.6,VT,CAVENDISH
437054,44.4200,-72.0194,213.4,VT,SAINT-JOHNSBURY
450008,46.9658,-123.8292,3.0,WA,ABERDEEN
450729,48.9775,-122.7928,18.3,WA,BLAINE
451233,47.4144,-121.7561,475.5,WA,CEDAR-LAKE
451276,46.7200,-122.9528,56.4,WA,CENTRALIA
451484,48.9672,-122.3292,19.5,WA,CLEARBROOK
452007,47.6503,-118.1456,743.7,WA,DAVENPORT
454154,46.2111,-119.1011,118.9,WA,KENNEWICK
456039,47.3286,-118.6997,466.3,WA,ODESSA
456096,48.6117,-122.8064,24.4,WA,OLGA
457507,48.4958,-122.2355,18.3,WA,SEDRO-WOOLLEY
457938,47.6217,-117.5281,717.2,WA,SPOKANE
458207,46.3236,-120.0103,227.7,WA,SUNNYSIDE
458773,45.6778,-122.6519,64.0,WA,VANCOUVER
459012,47.6478,-120.0697,798.6,WA,WATERVILLE
459238,47.7569,-118.6775,679.7,WA,WILBUR
471078,42.6181,-89.3861,240.8,WI,BRODHEAD
472839,43.7961,-88.4506,231.6,WI,FOND-DU-LAC
473405,44.1192,-89.5342,331.9,WI,HANCOCK
475017,44.0869,-87.6522,178.0,WI,MANITOWOC
475255,45.1308,-90.3439,448.1,WI,MEDFORD
475516,45.8864,-89.7322,488.0,WI,MINOCQUA
475808,44.5297,-90.6383,310.9,WI,NEILLSVILLE
475932,44.3589,-88.7189,243.8,WI,NEW-LONDON
476208,44.8836,-87.9539,201.2,WI,OCONTO
476330,44.0206,-88.5581,228.6,WI,OSHKOSH
476718,43.5278,-89.4342,236.2,WI,PORTAGE
476827,43.0514,-91.1350,200.6,WI,PRAIRIE-DU-CHIEN
476922,42.7022,-87.7861,181.4,WI,RACINE
478027,45.8236,-91.8761,335.3,WI,SPOONER
478919,43.1742,-88.7364,251.5,WI,WATERTOWN
461220,38.9800,-80.2206,443.5,WV,BUCKHANNON
463544,38.9339,-80.8325,216.4,WV,GLENVILLE
468384,38.8008,-81.3619,287.4,WV,SPENCER
481730,41.7592,-104.8219,1616.7,WY,CHUGWATER
489770,44.0108,-107.9686,1237.5,WY,WORLAND
